Income year,Lodgment method,Gender,Taxable status,State / Territory,Age range,"Number of individuals
no.","Salary or wages 
no.","Salary or wages 
$","Total Income or Loss 
no.","Total Income or Loss 
$","Total work related car expenses 
no.","Total work related car expenses 
$","Work related travel expenses 
no.","Work related travel expenses 
$","Total work related uniform/clothing expenses 
no.","Total work related uniform/clothing expenses 
$","Total work related self education expenses 
no.","Total work related self education expenses 
$","Other work related expenses 
no.","Other work related expenses 
$","Gifts or donations 
no.","Gifts or donations 
$","Cost of managing tax affairs 
no.","Cost of managing tax affairs 
$","Total deductions 
no.","Total deductions 
$","Capital gains net capital gain 
no.","Capital gains net capital gain 
$","Net rent - profit 
no.","Net rent - profit 
$","Net rent - loss 
no.","Net rent - loss 
$","Net rent 
no.","Net rent 
$","Total business income 
no.","Total business income 
$","Total business expenses 
no.","Total business expenses 
$","Net income or loss from business 
no.","Net income or loss from business 
$","Taxable income or loss 
no.","Taxable income or loss 
$","Net tax 
no.","Net tax 
$"
2010–11,Agent,Female,Non Taxable,TAS,m. 75 and over,1855,45,385630,1850,36372150,5,1796,0,0,5,803,0,0,5,2250,640,435481,1095,336914,1285,1287768,195,282257,165,1108012,15,-90565,175,1017447,40,1046584,40,1000174,40,-5144,1825,35405280,0,0
2010–11,Agent,Female,Non Taxable,VIC,a. Under 18,12145,8085,43000229,12070,66726552,10,10959,30,8635,2080,339217,125,131552,1340,299913,340,15179,410,44013,3140,866066,335,351172,5,1420,5,-1136,5,284,20,95836,10,15269,25,47778,12065,65861084,0,0
2010–11,Agent,Female,Non Taxable,VIC,b. 18 - 24,32690,30075,261371952,32480,357704541,1835,1888557,500,309266,11105,2155151,2030,4097799,8750,2727572,3505,277616,6390,806665,17365,12446948,200,784104,50,186411,215,-1534895,270,-1348484,1360,23335471,1090,17853640,1370,5163055,32315,345674867,0,0
2010–11,Agent,Female,Non Taxable,VIC,c. 25 - 29,19835,14990,139569104,19110,203425108,1680,2182284,360,261499,5470,1108948,705,2388737,5580,2321133,2730,314038,5940,966177,10490,9912164,220,933823,165,485536,1185,-8496023,1345,-8010487,2300,66670834,2085,57888137,2330,7249799,18405,197182196,0,0
2010–11,Agent,Female,Non Taxable,VIC,d. 30 - 34,26545,16920,160449231,24795,242358114,2460,3044887,470,268354,6405,1257825,540,1516848,7740,3532077,4055,536265,8430,1574295,14340,13332975,520,2311240,525,1849203,2835,-19832155,3360,-17982952,3535,116350885,3355,104881945,3595,8539340,22995,236603498,0,0
2010–11,Agent,Female,Non Taxable,VIC,e. 35 - 39,33465,18620,178648386,30695,289634535,2850,3809736,540,298660,6955,1373758,630,1474993,8655,3708629,5035,771647,10580,2093253,17510,17747222,885,4282361,1190,4726945,3900,-27341661,5090,-22614716,4650,167355097,4500,153066648,4755,9501354,27955,284550522,0,0
2010–11,Agent,Female,Non Taxable,VIC,f. 40 - 44,31830,16830,170681814,29305,287295881,2660,3845794,495,285020,6475,1331194,510,938828,7600,3153275,4980,989154,10175,2267278,16665,18472156,1015,5600527,1440,6490275,3545,-28787095,4985,-22296820,4565,184585548,4470,169478413,4680,10513406,26620,278888129,0,0
2010–11,Agent,Female,Non Taxable,VIC,g. 45 - 49,24235,12870,140224773,22575,227948798,2035,3173157,355,216598,5235,1114332,375,736305,5635,2379828,4065,1019565,8085,2180396,13130,17424559,920,5335093,1340,6029389,2875,-26681889,4215,-20652500,3685,280310395,3585,269646102,3785,6003612,20285,217616397,0,0
2010–11,Agent,Female,Non Taxable,VIC,h. 50 - 54,19940,10130,115964271,19040,180820884,1705,2853477,325,234413,4285,895752,225,352733,4580,2147044,3650,954461,7060,3272152,11155,19283826,925,6701296,1415,7231018,2625,-26487304,4040,-19256286,2940,218194285,2855,212653207,2990,1367162,16925,174653574,0,0
2010–11,Agent,Female,Non Taxable,VIC,i. 55 - 59,22245,10830,131712596,21830,263140161,1925,2950852,350,271898,4555,946064,180,365665,5105,2466671,4995,1489658,8845,2468887,13250,21492346,1145,5912625,1900,9878184,2555,-24662401,4450,-14784217,2675,190600816,2625,183238423,2750,3317909,19935,251131468,0,0
2010–11,Agent,Female,Non Taxable,VIC,j. 60 - 64,27060,10730,122578562,26730,304597932,1780,2557353,285,209335,4145,820680,55,69536,5025,2257840,7105,2791847,11470,3231029,16155,24939992,1875,8656424,2995,17081817,1830,-14331992,4825,2749825,2390,101137363,2345,94302165,2460,2923359,24830,286352198,0,0
2010–11,Agent,Female,Non Taxable,VIC,k. 65 - 69,22155,6160,72202160,22020,347129750,950,1458747,160,156002,1990,386503,30,34554,2710,1215620,6760,3325479,10040,3345707,13430,17363829,1935,6861067,2625,19447540,785,-6622481,3410,12825059,1430,51354977,1400,46143789,1475,3746489,21125,331446604,0,0
2010–11,Agent,Female,Non Taxable,VIC,l. 70 - 74,14260,1660,15927177,14200,240541449,210,309780,45,63945,375,72197,5,645,640,297993,4920,2833807,7015,2477873,8895,10275910,1650,3742973,1665,13402654,255,-1578635,1920,11824019,675,33113277,655,31411105,695,750510,13830,229980784,0,0
2010–11,Agent,Female,Non Taxable,VIC,m. 75 and over,23095,575,4946354,23030,444516562,55,85867,10,18977,85,14420,0,0,165,96314,8390,9653720,13525,4266667,15945,19703747,2870,4603830,2285,19203444,205,-1316513,2490,17886931,500,20022150,520,22476065,540,-3988999,22720,427733505,0,0
2010–11,Agent,Female,Non Taxable,WA,a. Under 18,5120,3875,23767412,5075,31436346,25,19748,10,3341,1245,202792,105,113147,705,177121,150,7187,190,19103,1735,552459,130,178467,0,0,5,-5118,5,-5118,10,30008,5,-15,10,30023,5070,30902089,0,0
2010–11,Agent,Female,Non Taxable,WA,b. 18 - 24,11210,10400,92880597,11130,121075654,590,701830,110,126461,4260,768647,490,1118575,2520,709066,860,99004,2350,347532,6295,3972993,60,129149,15,63521,115,-825017,130,-761496,450,6874568,390,5376326,455,1287051,11045,117539201,0,0
2010–11,Agent,Female,Non Taxable,WA,c. 25 - 29,8170,6355,59115038,7900,75995957,590,685361,95,96440,2600,484919,215,875017,2000,675023,895,144830,2405,466626,4620,3740232,105,424863,80,307992,815,-6582260,895,-6274268,665,30591175,630,28702144,675,1369817,7335,76921253,0,0
2010–11,Agent,Female,Non Taxable,WA,d. 30 - 34,10785,7050,67583676,10210,85482662,780,1030962,100,81585,2910,531515,210,531477,2705,1083934,1340,204366,3265,726809,6055,5297815,340,2173927,270,966762,2010,-17019830,2275,-16053068,1235,37869367,1200,34730695,1275,1908516,8890,87732548,0,0
2010–11,Agent,Female,Non Taxable,WA,e. 35 - 39,12740,7505,74234222,12020,97491009,935,1308735,110,108773,3080,562262,210,522270,2915,1330534,1580,265457,3895,924072,7090,7305436,505,2385245,460,1570392,2330,-21824257,2790,-20253865,1690,75790638,1655,71016765,1745,3066289,10260,100309825,0,0
2010–11,Agent,Female,Non Taxable,WA,f. 40 - 44,11790,6730,72112406,11210,94189734,905,1354913,110,96422,2725,510804,195,343108,2605,1203561,1635,325030,3730,1228668,6690,8125706,545,3031734,545,2403356,2180,-22924097,2730,-20520741,1675,68568489,1660,64036713,1730,3195118,9525,95610167,0,0
2010–11,Agent,Female,Non Taxable,WA,g. 45 - 49,9045,5225,60763407,8680,71088843,765,1340154,90,94304,2250,434550,160,342332,1980,1197132,1330,313870,3155,1135259,5370,8602733,430,2408421,435,1967269,1795,-22169694,2230,-20202425,1265,79251158,1245,75986017,1295,1632242,7265,73844438,0,0
2010–11,Agent,Female,Non Taxable,WA,h. 50 - 54,7950,4300,54909210,7710,60951417,675,1306139,105,115605,1905,374323,75,144015,1685,1000593,1130,324423,2810,986238,4695,7807777,485,3297479,575,2833928,1715,-22418929,2285,-19585001,1115,126382610,1110,123398069,1150,1553464,6315,62672586,0,0
2010–11,Agent,Female,Non Taxable,WA,i. 55 - 59,9120,4410,57031776,8955,91307439,745,1264605,85,89254,1920,381569,55,111120,1740,983199,1675,505219,3545,1238289,5510,8898503,625,3207450,825,3944909,1660,-20685432,2485,-16740523,1030,60111552,995,57044289,1060,2005659,7660,90646576,0,0
2010–11,Agent,Female,Non Taxable,WA,j. 60 - 64,10305,3950,48276936,10155,107423807,595,1044884,65,72703,1555,288504,25,32545,1535,738422,2215,905282,4405,1583823,6240,11272678,850,6123088,1130,6237765,1195,-14048693,2325,-7810928,890,66800161,875,64555671,935,1335859,9040,102042673,0,0
2010–11,Agent,Female,Non Taxable,WA,k. 65 - 69,8110,2180,25606677,8050,123449534,325,544341,50,83126,675,120996,5,7385,835,465823,2275,1225628,3830,1696960,5145,7229027,865,3755116,910,6097765,455,-4704858,1365,1392907,565,30851459,565,29682540,590,541054,7555,118128191,0,0
2010–11,Agent,Female,Non Taxable,WA,l. 70 - 74,5080,650,6156839,5060,83089993,80,159585,15,22276,150,24522,0,0,190,95035,1650,885960,2620,797906,3390,4187681,615,1786950,535,4036471,145,-1239187,680,2797284,195,44434383,195,44972335,210,-980160,4835,81128086,0,0
2010–11,Agent,Female,Non Taxable,WA,m. 75 and over,7150,195,1426635,7120,138868530,15,18846,5,1173,15,2563,0,0,40,33207,2365,2129582,4070,1186892,4955,5288642,800,1647957,565,4355400,85,-547655,650,3807745,125,12207011,130,12214452,135,-185354,6990,133918292,0,0
2010–11,Agent,Female,Taxable,ACT,a. Under 18,60,40,566306,60,1083957,5,3859,5,165,20,3744,5,4495,20,4796,5,185,15,3491,35,21411,5,189,5,13072,0,0,5,13072,5,30780,5,3606,5,27174,60,1062546,60,77309
2010–11,Agent,Female,Taxable,ACT,b. 18 - 24,3810,3755,138474732,3810,163455331,1265,1634681,275,183515,2165,487462,515,842261,2140,1035881,1280,167639,1930,354333,3495,4824452,50,734198,10,45103,160,-1516491,170,-1471388,120,1965075,110,728433,125,1217645,3810,158630926,3810,24520951
2010–11,Agent,Female,Taxable,ACT,c. 25 - 29,4970,4855,274513785,4970,289686852,1845,2521887,545,357996,2055,492618,625,1266085,3430,2611514,2335,492013,3145,714539,4720,9026093,95,877084,60,290838,765,-7558468,830,-7267630,235,7086733,225,4022611,245,2779061,4970,280644166,4970,55306091
2010–11,Agent,Female,Taxable,ACT,d. 30 - 34,5185,5010,317138262,5185,339041969,1680,2364639,520,392412,1660,381869,485,1075325,3645,2923998,2610,720127,3555,999686,4920,10190379,200,2825031,150,700957,1220,-11991064,1370,-11290107,270,13551948,265,8803918,290,4536299,5185,328556832,5185,70398284
2010–11,Agent,Female,Taxable,ACT,e. 35 - 39,5680,5305,347837740,5680,397984050,1545,2365635,510,380426,1635,395168,375,762062,3850,3204172,3100,1124855,3915,1247744,5380,11954917,295,4557274,285,1807073,1440,-15296658,1725,-13489585,370,64293024,365,54010678,390,9904851,5680,385643965,5680,87966011
2010–11,Agent,Female,Taxable,ACT,f. 40 - 44,6035,5595,382537226,6035,468847060,1615,2354891,535,356498,1720,409502,315,553115,4055,3566632,3435,1471004,4215,1421978,5725,13734995,370,15952303,380,2176893,1425,-17740005,1805,-15563112,395,31301445,410,18004070,420,12858689,6035,454673660,6035,111748388
2010–11,Agent,Female,Taxable,ACT,g. 45 - 49,6295,5860,410814851,6295,483708340,1765,2793693,560,513961,1820,413146,315,551499,4245,3699663,3680,1774489,4490,1729582,6010,16445378,450,7069713,435,3260101,1570,-19664609,2005,-16404508,400,28772289,410,15442610,440,12792002,6295,467105221,6295,112074940
2010–11,Agent,Female,Taxable,ACT,h. 50 - 54,6100,5635,393207767,6100,468354173,1625,2355976,555,621285,1685,388940,250,480119,4060,4151070,3585,2017101,4385,1652051,5805,18425107,485,8594200,585,4502657,1570,-21590036,2155,-17087379,365,32045944,375,21110882,400,10747854,6100,449586095,6100,107109642
2010–11,Agent,Female,Taxable,ACT,i. 55 - 59,5285,4490,269812949,5285,394381851,1210,1843611,395,511970,1345,308123,150,228907,3175,2951735,3230,1817606,3910,1611569,4995,18329672,460,8956381,620,4735961,1180,-14814332,1800,-10078371,350,21542016,360,12060316,380,8812598,5285,376007765,5285,81416455
2010–11,Agent,Female,Taxable,ACT,j. 60 - 64,4005,2950,144625330,4005,257011325,715,1072689,230,346293,800,167408,45,118251,1930,1756653,2465,1717278,2985,1334748,3735,15768532,395,6963880,580,5444205,605,-6856923,1185,-1412718,275,15724402,270,8682098,285,6638009,4005,241155127,4005,46631672
2010–11,Agent,Female,Taxable,ACT,k. 65 - 69,1645,840,32413039,1645,104065846,175,271854,55,76778,185,35718,10,12442,520,449146,1060,1050809,1280,632582,1520,6192448,190,4603905,280,3468219,130,-1370443,410,2097776,95,5998557,100,3656057,100,2204085,1645,97825071,1645,17287074
2010–11,Agent,Female,Taxable,ACT,l. 70 - 74,940,200,5093199,940,58065129,40,76472,10,44612,35,5984,5,4408,105,96546,630,737599,740,398326,865,2905031,155,3700141,185,2793216,55,-447619,240,2345597,40,1306223,40,953313,40,322728,940,55127421,940,9268028
2010–11,Agent,Female,Taxable,ACT,m. 75 and over,2015,80,1706786,2015,153884337,10,20883,5,1491,10,1768,0,0,25,23529,1320,2461782,1685,987801,1865,5599290,335,4782231,290,4952978,30,-266957,320,4686021,25,1007305,35,740338,35,142369,2015,148279764,2015,30707824
2010–11,Agent,Female,Taxable,Overseas or unknown,a. Under 18,5,5,8754,5,8754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8754,5,2439
2010–11,Agent,Female,Taxable,Overseas or unknown,b. 18 - 24,140,135,3035231,140,3209721,5,9455,10,4593,65,15343,5,10523,50,20708,10,837,60,8655,105,70114,5,1257,0,0,0,0,0,0,5,90284,5,20302,5,69982,140,3139607,140,298072
2010–11,Agent,Female,Taxable,Overseas or unknown,c. 25 - 29,365,355,12590830,365,13240996,25,34794,35,21278,135,29263,10,36393,225,187482,55,22037,220,32811,315,392105,5,6207,10,39194,10,-86259,20,-47065,5,161696,5,10823,5,150873,365,12848891,365,1867585
2010–11,Agent,Female,Taxable,Overseas or unknown,d. 30 - 34,330,280,11254097,330,12611226,35,42333,35,37506,85,16573,5,20977,180,116258,60,9608,215,37088,280,320135,10,122945,35,306250,20,-166372,55,139878,10,449723,10,75427,10,374296,330,12256629,330,2140488
2010–11,Agent,Female,Taxable,Overseas or unknown,e. 35 - 39,225,135,6893016,225,8615066,25,54417,10,60710,35,5907,5,9543,90,106695,45,16707,130,28569,165,369881,20,631455,80,561855,30,-191497,110,370358,5,75858,5,36269,5,39564,225,8157656,225,1783357
2010–11,Agent,Female,Taxable,Overseas or unknown,f. 40 - 44,195,100,4321904,195,5823777,20,21528,10,14742,35,8568,5,16550,60,28638,35,23240,115,29843,145,183391,10,137865,95,760911,15,-131135,110,629776,5,58922,5,12311,5,46611,195,5567860,195,1140329
2010–11,Agent,Female,Taxable,Overseas or unknown,g. 45 - 49,165,65,2765387,165,5001463,10,19167,5,6881,20,3758,5,2181,35,21268,20,7109,90,24473,115,128889,15,727656,95,725301,10,-52626,105,672675,5,90965,5,28175,5,62790,165,4823707,165,1074503
2010–11,Agent,Female,Taxable,Overseas or unknown,h. 50 - 54,160,55,2202891,160,4311185,5,6494,5,1566,20,4432,5,1500,30,36719,20,7641,90,28439,110,129082,10,367388,100,908387,10,-53361,110,855026,5,269867,5,31602,5,238265,160,4156201,160,912117
2010–11,Agent,Female,Taxable,Overseas or unknown,i. 55 - 59,130,40,2205419,130,4165385,10,17654,5,806,15,3441,0,0,25,15242,15,5975,70,26699,90,158733,10,554408,90,718299,5,-42539,90,675760,5,214060,5,4072,5,209988,130,3938599,130,971054
2010–11,Agent,Female,Taxable,Overseas or unknown,j. 60 - 64,90,20,875969,90,2353136,5,7904,5,990,10,3649,0,0,10,9328,10,2133,50,13871,65,49189,10,491387,65,638035,5,-18185,70,619850,5,42250,5,6569,5,34246,90,2238753,90,511057
2010–11,Agent,Female,Taxable,Overseas or unknown,k. 65 - 69,40,5,3413,40,568443,0,0,0,0,0,0,0,0,5,1711,0,0,25,13623,25,15873,5,202732,35,233405,5,-11181,35,222224,5,11991,5,5576,5,6415,40,482940,40,119255
2010–11,Agent,Female,Taxable,Overseas or unknown,l. 70 - 74,25,0,0,25,506871,0,0,0,0,0,0,0,0,0,0,0,0,15,3559,15,5700,5,267871,25,214948,5,-2306,25,212642,0,0,0,0,0,0,25,501080,25,155468
2010–11,Agent,Female,Taxable,Overseas or unknown,m. 75 and over,15,0,0,15,396535,0,0,0,0,0,0,0,0,0,0,0,0,10,3354,10,3691,5,109449,15,135753,0,0,15,135753,0,0,0,0,0,0,15,392844,15,102174
2010–11,Agent,Female,Taxable,NSW,a. Under 18,1440,885,16078130,1440,34858354,80,66568,35,14257,565,144044,145,164204,445,190498,170,19899,300,52156,810,702974,75,668497,0,0,5,-1702,5,-1702,10,271084,10,20363,10,250721,1440,34155380,1440,4598122
2010–11,Agent,Female,Taxable,NSW,b. 18 - 24,86785,85235,2767592104,86785,3185646865,25335,39766927,7915,5826490,60210,17153570,12285,21476864,58230,35620163,29290,3945522,50815,7036707,81775,132602488,840,13766332,285,1881521,1920,-11236227,2205,-9354706,2755,68002541,2540,40793018,2825,26835230,86785,3052861786,86785,386507523
2010–11,Agent,Female,Taxable,NSW,c. 25 - 29,103595,100455,4815729522,103595,5210486776,36900,74290897,15625,15377699,61025,18047677,10795,25238947,79940,75578240,44830,9455815,71265,11835052,99195,236519298,1560,16470535,1390,7431189,9020,-65628779,10410,-58197590,6305,269620034,6095,171214197,6475,95403984,103595,4972774446,103595,867686731
2010–11,Agent,Female,Taxable,NSW,d. 30 - 34,102700,96800,5305796440,102700,6021375944,34335,75769464,15180,16570832,52580,14851187,7800,18659324,77755,80156564,47705,13130174,72015,14767848,97200,251234649,2855,40443178,2890,17760515,13840,-111627589,16730,-93867074,7595,479857657,7410,315709082,7840,160411832,102700,5766035213,102700,1160673031
2010–11,Agent,Female,Taxable,NSW,e. 35 - 39,112965,103125,5774553695,112965,7106011804,34745,77688577,13565,16265172,55425,15184127,6485,13897769,80545,81592019,53175,16478122,78550,19147057,105550,281768965,4535,92925776,5450,36878671,16730,-145959879,22180,-109081208,9305,747804390,9215,491302637,9680,248650713,112965,6815580583,112965,1472401826
2010–11,Agent,Female,Taxable,NSW,f. 40 - 44,120565,108345,5992021317,120560,7789318033,34885,75497093,12045,14291957,60395,16496665,5695,11015171,81035,78503479,58465,21163839,83330,22571304,112310,309038550,5615,130123763,7490,60927823,17650,-163909260,25140,-102981437,9900,920061703,9845,630610190,10300,283580214,120565,7467995353,120565,1658191417
2010–11,Agent,Female,Taxable,NSW,g. 45 - 49,127155,114070,6164928046,127155,8199561221,35865,73113531,11815,15254825,66495,18292814,5440,10540597,84060,79163121,64365,28158418,88310,24972027,118720,339844465,6365,158974334,9515,86707222,19665,-186752650,29185,-100045428,9700,878881182,9705,598424897,10115,270060614,127155,7850494498,127155,1748073454
2010–11,Agent,Female,Taxable,NSW,h. 50 - 54,124220,110935,5857218059,124220,7869276665,35735,67406160,11760,15096554,65530,18201857,4300,7668170,82590,82067618,65520,36750409,87265,25427945,116060,394092649,7070,154217485,11210,102021839,20275,-194368671,31480,-92346832,8600,872746524,8595,630690876,8980,233293281,124220,7465813787,124220,1623079521
2010–11,Agent,Female,Taxable,NSW,i. 55 - 59,98180,83540,4203991915,98180,6280859231,25410,45096568,8225,9561280,46265,12531509,2245,3645038,61295,59863689,53555,27632491,69450,22413851,90950,331536953,6600,183817104,12175,122832776,14605,-141548539,26780,-18715763,6575,569618547,6610,386255502,6920,178019610,98180,5941098124,98180,1202536692
2010–11,Agent,Female,Taxable,NSW,j. 60 - 64,63435,48865,2164007442,63435,4087698379,12520,22179161,3860,4871782,24975,6623526,795,1260924,33795,28930359,34295,22304975,44470,16274365,57580,249579906,5480,331320813,10260,129249878,6790,-62605504,17055,66644374,4090,326829728,4045,232609821,4280,89831262,63435,3831158854,63435,841668507
2010–11,Agent,Female,Taxable,NSW,k. 65 - 69,22650,13585,553879373,22650,1646436456,2835,4963396,930,1409834,5725,1486082,155,188222,8595,7489143,11755,13352422,14930,8224572,19680,111758118,2715,86172662,4850,86229062,1535,-15483134,6385,70745928,1445,116665625,1395,82440796,1510,30259528,22650,1530298382,22650,348577374
2010–11,Agent,Female,Taxable,NSW,l. 70 - 74,11340,3405,109874880,11340,882742658,500,951766,165,287734,1035,268072,30,27957,1690,1423233,6060,11770389,7315,5404882,9505,58571545,1845,52797692,3070,66015292,455,-4086721,3530,61928571,615,52949631,590,40627856,650,11600982,11340,822022685,11340,195517026
2010–11,Agent,Female,Taxable,NSW,m. 75 and over,25940,1630,45616579,25940,2288582593,165,322134,40,81005,230,52148,5,1779,540,402091,14610,37877750,19255,17769438,22555,80127142,4185,94615697,6425,166312100,405,-3918046,6830,162394054,645,59905211,640,49774042,695,9209224,25940,2206395935,25940,560299021
2010–11,Agent,Female,Taxable,NT,a. Under 18,60,55,1212849,60,1461850,5,3691,5,1200,40,7768,5,185,25,8327,5,231,15,2225,50,24206,5,1414,0,0,0,0,0,0,5,24468,5,10368,5,14100,60,1437644,60,94095
2010–11,Agent,Female,Taxable,NT,b. 18 - 24,3345,3315,125550696,3345,133197217,1280,1580383,195,170930,2665,696079,280,435418,2225,1169909,1170,139706,2105,356057,3240,4579925,15,122007,15,71348,115,-780851,130,-709503,70,1776070,60,763894,70,1004575,3345,128612217,3345,16239025
2010–11,Agent,Female,Taxable,NT,c. 25 - 29,3865,3785,188134405,3865,195320659,1485,2225518,360,351102,2965,799346,335,662154,2895,2362269,1670,330861,2800,540855,3745,7422702,45,485616,45,134149,485,-4079900,530,-3945751,160,5895299,155,3633759,170,2218916,3865,187878580,3865,30806770
2010–11,Agent,Female,Taxable,NT,d. 30 - 34,3635,3510,190731695,3635,204024669,1280,1749702,340,346971,2620,668090,310,704563,2640,2472740,1610,415336,2695,628350,3525,7311692,75,594667,130,480499,650,-5483197,780,-5002698,210,10523159,195,6665936,215,3753254,3635,196440026,3635,35538436
2010–11,Agent,Female,Taxable,NT,e. 35 - 39,3760,3595,200781977,3760,223234869,1195,1774603,340,376701,2580,640703,260,577692,2650,2496372,1650,404310,2800,691576,3615,7537841,120,1409707,160,717382,765,-7403341,925,-6685959,255,14892106,250,8225518,265,6555655,3760,215574178,3760,41140773
2010–11,Agent,Female,Taxable,NT,f. 40 - 44,4005,3815,219302579,4005,244402189,1300,1995132,355,503387,2640,650607,255,463965,2785,2732766,1715,465467,3045,787086,3855,8458027,165,4374900,260,1478695,830,-8719086,1090,-7240391,270,16219912,270,9864932,290,6082542,4005,235903738,4005,46077038
